text,category,date-received,sender,sender_category,label
"download app get 97p Topup 100P get 50P free, 10% bonus in 1st daily deposit  join now >>>     8.212.168.81",smishing,2024-07-14 00:32:28,+6395175***62,Personal_Mobile,1
"Mapuputulan na ng kuryente? Diskarte no more! May easy pantawid ka na sa bills kaya 'di na ipit 'pag gipit. Kaya today with GCredit, powered by CIMB!",ads,2024-06-29 10:33:00,GCash,Verified_Brand,0
One more round pa! Mag-Borrow Load na! Mag-palista na walang abala para tuluy-tuloy lang ang paglalaro!,ads,2024-07-09 16:53:41,GCash,Verified_Brand,0
Promo is EXTENDED! May oras ka pa mag-GGives for the first time to get your last installment for free! Just choose 12 months to pay with GGives and repay on time. Promo now until July 18.,ads,2024-07-12 13:53:12,GCash,Verified_Brand,0
EPwin: 180% Welcome Bonus hanggang 15k pesos at 1.2% daily rebate! Sumali na! eppachinko.cz,smishing,2024-07-13 07:54:11,+6390907***97,Personal_Mobile,1
Discover WinningPlus: Score big with a TGIS thrilling 999p bonus and 588p in free spins! Sign up now for non-stop fun at wplsflush.cz!,smishing,2024-07-13 04:13:03,+6390958***96,Personal_Mobile,1
EPwin: Tara na at maglaro para sa 180% Welcome Bonus hanggang 15k pesos at 1.2% daily rebate! Bisitahin  at  simulan ang panalo ngayon sa EpicBetOn.at!,smishing,2024-07-12 21:55:26,+6395126***88,Personal_Mobile,1
"Ready to take your smart home to the next level? Discover your Next Upgrade at shop.nextupgrade.ph, an online marketplace for devices that make your home smarter, safer, & more convenient.

Use promo code PR-500OFF to enjoy P500 off + FREE shipping with min. purchase of P1,500.

T&Cs apply. DTI196730S2024.",ads,2024-07-12 16:24:02,PLDTDeals,Verified_Brand,0
Mabilis na dep0sit at w1thdraw ba hanap mo ? Punta na ngayon sa link na ito para maglar0 { spsebc. eu },smishing,2024-07-12 13:01:47,+6395102***46,Personal_Mobile,1
"Get CASH up to P873,000 w/ your BDO Credit Card! Pay P40,304.67/mo. for 24 months at 0.45% monthly add-on rate. Plus, pay up to 2 months later!

Log-in to BDO Online Banking, click More Services>Card Services>Cash Installment & use promo code 5TKBY7 or call hotline at (02) 8667-1680.

Offer is until 07/31/24. Availment, amt & rate are subject to BDO approval.

For details, visit BDO Website, click Deals & search Rate Flash. T&Cs & fees apply. DTI191731",ads,2024-07-02 09:31:26,BDO Deals,Verified_Brand,0
"Get 15% + EXTRA P3,000 OFF on Buy Now, Pay Later at Beyond the Box & Digital Walker w/ BDO Mastercard!

Min spend of P30K at 0% interest up to 24-month term. Present Promo Code BDOVTFYZQA to get EXTRA P3,000. Valid for 1x use.

Promo runs from 07/4-7/24. Search EXTRA P3,000 on BDO site for T&Cs. DTI196653",ads,2024-07-04 09:42:29,BDO Deals,Verified_Brand,0
"Up to P500 Cashback on Shopee 7.7 Sale w/ BDO Credit Cards! To join, enroll your Promo ID 432A4649AA until 7/8. For T&C, search Shopee on the BDO site.DTI196387",ads,2024-07-05 09:28:49,BDO Deals,Verified_Brand,0
"Get up to P1500 IKEA Gift Card with a P15K BUY NOW, PAY LATER spend at IKEA Pasay City or online with your BDO Credit Card.

Plus, enjoy 0% interest with min. spend:
P10K for 3-month term
P20K for up to 6-month term

Promo runs from Jun 8 - Jul 31, 2024. Visit BDO website & search IKEA for T&Cs. DTI194775",ads,2024-07-05 10:38:49,BDO Deals,Verified_Brand,0
"Continue to book fares from Korean Air, EVA Air, Emirates, Turkish Airlines, Starlux, & more w/ BDO Cards as low as USD284 (Economy) & USD996 (Business) to Japan, USD404 (Economy) & USD3,240 (Business) to USA, USD791 (Economy) & USD2,318 (Business) to Europe. Avail via online at www. travel. bdo. com. ph, email/reservations hotline or ticket office. Promo til 7/14/24, unless specified. Search The Great BDO Travel Sale on BDO site for T&C. DTI195744&195929",ads,2024-07-08 11:23:29,BDO Deals,Verified_Brand,0
"Get CASH up to P860,000 w/ your BDO Credit Card! Pay P39,704.49/mo. for 24 months at 0.45% monthly add-on rate. Plus, pay up to 2 months later!

Log-in to BDO Online Banking, click More Services>Card Services>Cash Installment & use promo code 5TKBY7 or call hotline at (02) 8667-1680.

Offer is until 07/31/24. Availment, amt & rate are subject to BDO approval.

For details, visit BDO Website, click Deals & search Rate Flash. T&Cs & fees apply. DTI191731",ads,2024-07-09 11:37:59,BDO Deals,Verified_Brand,0
"It's TGIF at GJP! Claim 6888 free & win a VIVO V30 PRO 5G in the Slots Tournament!

 gjpbet.uk
 
Join the fun!",smishing,2024-07-12 02:45:55,+6395165***85,Personal_Mobile,1
"Experience Winning Plus! Win an Oppo Reno 11 Pro 5G + 512GB valued at 31,999p and get a 30% daily bonus at WinPlus.sbs
 Enroll today.",smishing,2024-07-11 06:18:35,+6395162***11,Personal_Mobile,1
"Free slot machines worth 80 million pesos are waiting for you! Register to get 238P, first deposit will get 588p for free, rebate website  pvej.sg  ",smishing,2024-07-10 20:11:08,+6391219***86,Personal_Mobile,1
"Dive into our hottest spins original! 

spinsfun.eu

 Claim your free 100 plus Yamaha Mio Gravis today! Don't miss out!",smishing,2024-07-10 18:58:23,+6395144***35,Personal_Mobile,1
"May P77,628 credit na natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: dogcat.im",smishing,2024-07-10 12:01:39,+6393016***86,Personal_Mobile,1
"May P77,628 credit na natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: moonow.so.",smishing,2024-07-09 19:26:30,+6395178***07,Personal_Mobile,1
"May P77,628 credit na natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: moonow.so",smishing,2024-07-09 12:55:38,+6391068***62,Personal_Mobile,1
"G C A S H

Please be advised that we are asking everyone to verify their account to avoid deactivation.

Click here:
much.fan/G-Cash-HelpCenter",smishing,2024-07-09 08:20:12,+6394876***64,Personal_Mobile,1
"G C A S H

Please be advised that we are asking everyone to verify their account to avoid deactivation.

Click here:
kernel.guru/G-Cash-HelpCenter",smishing,2024-07-09 01:54:32,+6394825***75,Personal_Mobile,1
Jackp0t hit na may 10min Mga premyo na kasing taas ng 7billion! download ngayon at makakuha ng P57. Kumuha ng128para sa iyong unang deposito~ zbpna.dhaui.ca  ,smishing,2024-07-08 18:49:12,+6393007***52,Personal_Mobile,1
"Start Strong at SugarPlay! Enjoy a 3% bonus on all deposits and up to 58,888p in Daily Rebates. New members receive a 2000p Welcome Bonus! SPSlots.de!",smishing,2024-07-08 16:17:41,+6390774***93,Personal_Mobile,1
"GJP Monday excitement! Spin the Lucky Wheel to win a Samsung Galaxy S23+ 5G worth P42,999. New members get 3,000p Welcome Bonus! Visit GJGames.de!",smishing,2024-07-08 10:28:43,+6395176***42,Personal_Mobile,1
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: raypop.de.,smishing,2024-07-08 03:50:15,+6395159***65,Personal_Mobile,1
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: raypop.de.,smishing,2024-07-08 03:50:12,+6395136***57,Personal_Mobile,1
EPwin na! Makakuha ng 180% Welcome Bonus hanggang 15k pesos + 1.2% araw-araw na rebate! Sali na at mag-enjoy! epicgamb.de!,smishing,2024-07-07 22:09:09,+6395184***52,Personal_Mobile,1
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: moolit.de.,smishing,2024-07-07 17:42:48,+6396493***07,Personal_Mobile,1
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: raytag.de.,smishing,2024-07-07 12:48:08,+6395124***49,Personal_Mobile,1
"Pay your bills with Maya to get access for up to P30,000 Maya Easy Credit!",ads,2024-06-29 12:47:52,MayaCredit,Verified_Brand,0
"Buy load in Shop to increase your chances to get access to up to P30,000 Maya Easy Credit!",ads,2024-07-07 10:56:00,MayaCredit,Verified_Brand,0
"Long time no see, may good news ako sayo. mag-recharge ng P100 at makakuha ng P777 nang libre>>>  yystf5ree.nl",smishing,2024-07-07 06:13:33,+6395170***62,Personal_Mobile,1
GJLuck.de! Join GJP and spin the Daily Lucky Wheel for a chance to win a Samsung Galaxy S23+ 5G. Enjoy daily rebates up to 0.6%. Sign up now!,smishing,2024-07-07 01:48:15,+6390912***85,Personal_Mobile,1
"G C A S H

Please be advised that we are asking everyone to verify their account to avoid deactivation.

Click here:
cut.show/G-Cash-HelpCenter",smishing,2024-07-07 00:26:42,+6394838***90,Personal_Mobile,1
"Hi, Good Day! Naglalaro ka pa din ba ng 0nline Games? Bibigyan kita ng winning game$ na mataas ang chance manal0 at kung anong oras ka lalar0 para kahit papano makawithdraw ka, basta ikaw na din bahala sakin. Reply ''YES'' po if interested.",smishing,2024-07-06 10:14:10,+6396868***14,Personal_Mobile,1
Nakatanggap ang iyong number ng P3380. Sumali gamit ang number na ito at maglagay ng P50 upang makuha: joypod.de.,smishing,2024-07-06 04:12:58,+6395191***36,Personal_Mobile,1
"Participate in WinningPlus T.G.I.S. Casino Win Tournament! Win up to 12,000p + Oppo Reno 11 Pro 5G (31,999p value) Enjoy daily 0.6% rebate. Join now WPArena.de!",smishing,2024-07-06 00:44:41,+6390732***05,Personal_Mobile,1
"Your sss contribution benefits are about to expire. Please collect it before July 10, please refer to the portal website:  phssss.mx",smishing,2024-07-05 23:24:46,+6395110***46,Personal_Mobile,1
YG777 Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: joypod.de,smishing,2024-07-05 18:08:34,+6393015***07,Personal_Mobile,1
YG777 Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: moolit.de,smishing,2024-07-05 16:53:52,+6391003***51,Personal_Mobile,1
100 pesos mo gawin nating 200!  Copy this to browser [ kklfph.fyi ] to get!,smishing,2024-07-05 16:03:27,+6395103***04,Personal_Mobile,1
"PH SOClAL SECURlTY SYSTEM
Your Employer Contribution lump-sum Payment Benefit Grant will expire on July 31, so pick it up at ssssmy.lc",smishing,2024-07-04 20:28:25,+6395122***84,Personal_Mobile,1
May P500 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: boxlid.de,smishing,2024-07-04 18:22:38,+6391025***54,Personal_Mobile,1
Congrats VIP! You've won 300% First Deposit Bonus and FREE100 FBS Bonus! Claim now before it's gone! Contact Customer Service to seize your luck! pnlkawin.de !,smishing,2024-07-04 13:20:17,+6390744***68,Personal_Mobile,1
"May P2,580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS:lc1oo77c.ch/?S6TS",smishing,2024-07-04 02:56:30,+6390733***46,Personal_Mobile,1
"Get ready to win big! Sbet VIP offers 88,888p Bonus! New players enjoy 3,000p Welcome Bonus + daily treats! Join now at SBGame.de !",smishing,2024-07-03 16:18:09,+6395171***94,Personal_Mobile,1
Claim your b0nus! Magl0g-in at kunin ang 100 pes0s ngayon! Pumunta sa link na to { kklfph.fyi },smishing,2024-07-03 16:05:29,+6390780***67,Personal_Mobile,1
"Join July's Win Tournaments! Win up to 12,000p + 3,000p bonus & Oppo Reno 11 Pro 5G worth 31,999p! Hurry, sign up now! wplusbonus.de !",smishing,2024-07-02 17:12:36,+6395179***80,Personal_Mobile,1
"Bagong Libreng Bonus 1888 - Walang Kundisyon ng Deposit, Kumuha ng Libreng Bonus 1888 sa xxxx Pagbisita: 38.11.89.109",smishing,2024-07-01 16:55:51,+6395132***50,Personal_Mobile,1
"May P2,580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS:  s17v7rrn.de",smishing,2024-07-01 11:34:15,+6396858***77,Personal_Mobile,1
May P2580 credit natanggap ang number na ito! Ito ay valid lamang within 8 hrs! Magregister at maglagay ng P50 upang maclaim sa aming 24/7 CS: hipbow.de,smishing,2024-07-01 03:06:17,+6391026***87,Personal_Mobile,1
Baka para sayo ang MI0 YAHAMA na mot0r! Sali na sa BOAYDP.eu!,smishing,2024-06-30 17:12:26,+6395150***33,Personal_Mobile,1
"Good day, This is paghahatid ng post When we try to deliver, we find that your order needs to be verified by you before we can drop it off. please check oib.mx",smishing,2024-06-29 14:45:47,+6390794***70,Personal_Mobile,1
Nakatanggap ang iyong number ng P7748. Mag-register gamit ang number na ito at maglaro ng halagang P10 upang makuha. Sumali dito: nowjam.de,smishing,2024-06-29 14:34:25,+6393093***93,Personal_Mobile,1
"Make money while watching YouTube, earn 500P per day, contact the tutor to receive 138P. jueb.bid",smishing,2024-02-05 18:11:17,+6390998***20,Personal_Mobile,1
Get up to P125K extra funds for emergencies with GLoan! Go to your GCash dashboard and tap GLoan to learn more.,ads,2023-03-28 16:28:37,GCash,Verified_Brand,0
G to upgrade your home! Just use GCredit to pay later at home appliance center near you. Go to your GCash dashboard and tap GCredit to start using it.,ads,2023-04-02 10:36:42,GCash,Verified_Brand,0
Good news! You can still pay with GGives at your favorite online and offline stores with your increased credit limit. Continue to shop and get to pay in up to 24 installments with up to 0% interest! This special credit limit offer is only from 03/30 - 04/10. Tap Borrow > GGives on your GCash app to know more.,ads,2023-04-09 12:21:15,GCash,Verified_Brand,0
Get up to P125K extra funds for emergencies with GLoan! Go to your GCash dashboard and tap GLoan to learn more.,ads,2023-04-09 14:42:16,GCash,Verified_Brand,0
"ADVISORY: Starting April 30, 2023, Shopee will no longer accept GGives and GCredit as payment options. You may still enjoy using GGives and GCredit to pay for your Shopee purchases until April 30. GGives and GCredit will continue to be available at other GCash partner stores.",ads,2023-04-12 18:13:18,GCash,Verified_Brand,0
"Get instant cash at bilhin ang home DIYs or tech upgrade mo, makakukuha ka pa ng PHP 200 cashback with GLoan! Exclusively for first-time users.",ads,2023-04-14 07:38:21,GCash,Verified_Brand,0
"ADVISORY: Starting April 30, 2023, Shopee will no longer accept GGives & GCredit as payment options. Regular GCash payment will remain in Shopee while GGives and GCredit will continue to be available at other GCash partner stores.",ads,2023-04-19 18:46:29,GCash,Verified_Brand,0
Yay! You received a PHP 5.00 Buy Load voucher. Use it when you buy load for the first time via GCash. Go to your voucher pocket to view your voucher.,ads,2023-04-21 11:45:38,GCash,Verified_Brand,0
"Get instant puhunan plus enjoy PHP 500 QR voucher when you apply for a safe, and secure GLoan via GCash!",ads,2023-04-23 15:00:17,GCash,Verified_Brand,0
"Maglaro ng stress-free! Top up 100 GARENA SHELLS, 20 GARENA SHELLS, 50 GARENA SHELLS & more easily via GCash. No advisories? Opt out via our GCash Help Center.",ads,2023-04-25 09:00:00,GCash,Verified_Brand,0
Congrats! Mas pinataas na ang GGives credit limit mo para pwede ka nang magshopping ngayong payday! Deserve mo na i-checkout ang cart mo because you can pay in up to 24 mos. with 0 downpayment & 0 credit card needed. Limited time offer only until 05/07. Tap Borrow > GGives on your GCash app to view your new credit limit.,ads,2023-04-28 15:20:46,GCash,Verified_Brand,0
"Travel now, pay lighter! Book your flight & pay in 24 gives over 12 months with GGives. Book with zero down payment, & no credit card needed. Mag-GGives na!",ads,2023-04-29 11:00:20,GCash,Verified_Brand,0
Yay! You received a PHP 10.00 Buy Load voucher. Use it when you buy load for the first time via GCash. Go to your voucher pocket to view your voucher.,ads,2023-05-01 09:21:47,GCash,Verified_Brand,0
Simulan ang negosyo with up to P125K instant cash straight to your GCash wallet via GLoan! Go to your GCash dashboard and tap GLoan to learn more.,ads,2023-05-03 07:09:23,GCash,Verified_Brand,0
No worries kahit napadami ang laman ng cart mo! Choose GCredit as a payment method & pay later to enjoy shopping online using your instant credit line.,ads,2023-05-05 08:46:41,GCash,Verified_Brand,0
"Panatag ka sa loan na may mababang interes, sigurado, at affordable! Kaya mag-GLoan na. Go to your GCash dashboard and tap GLoan to learn more.",ads,2023-05-08 06:34:11,GCash,Verified_Brand,0
Mag-apply for instant cash up to P125K pang-home renovation with GLoan! Go to your GCash dashboard and tap GLoan to learn more.,ads,2023-05-13 07:11:43,GCash,Verified_Brand,0
Mag-load na straight from your phone! Buy Load to ALL networks using GCash! Go to your GCash dashboard and tap Buy Load to start!,ads,2023-05-15 08:30:50,GCash,Verified_Brand,0
"Pwedeng manalo ng up to P10,000 GCash vouchers when you spend P1,000 with GCredit powered by CIMB at any Robinson's Grocery Store!",ads,2023-05-17 09:42:40,GCash,Verified_Brand,0
"Win up to P10,000 GCash vouchers when you spend P1,000 with GCredit powered by CIMB at any Robinson's Supermarket or Robinsons Easymart! Per DTI Fair Trade Permit No. FTEB-166664 Series of 2023",ads,2023-05-24 14:09:50,GCash,Verified_Brand,0
"Panatag ka sa loan na may mababang interes, sigurado, at affordable! Kaya mag-GLoan na. Go to your GCash dashboard and tap GLoan to learn more.",ads,2023-08-02 12:48:41,GCash,Verified_Brand,0
Mag-load na straight from your phone! Buy Load to ALL networks using GCash! Go to your GCash dashboard and tap Buy Load to start!,ads,2023-08-05 06:45:22,GCash,Verified_Brand,0
"Need extra shopping funds? Avail a GLoan now! Approved agad, mababang interest, at easy cash. Tap GLoan to learn more.",ads,2023-08-06 07:56:00,GCash,Verified_Brand,0
Use GCredit powered by CIMB Bank to cop your budols sa TikTok Shop. Get up to P50K credit line and pay later!,ads,2023-08-09 14:40:35,GCash,Verified_Brand,0
"Kailangan ng extra funds pang shopping? Get up to P125K instant cash with GLoan. Easy cash, easy approval, & easy interest rate. Tap GLoan to learn more.",ads,2023-08-13 07:58:52,GCash,Verified_Brand,0
"Travel now, pay lighter! Book your flight & pay in 24 gives over 12 months with GGives. Book with zero down payment, & no credit card needed. Mag-GGives na!",ads,2023-08-15 07:32:37,GCash,Verified_Brand,0
Simulan ang negosyo with up to P125K instant cash straight to your GCash wallet via GLoan! Go to your GCash dashboard and tap GLoan to learn more.,ads,2023-08-27 06:09:21,GCash,Verified_Brand,0
FREE 1OO QR voucher for you! Just activate your GLoan to claim for a minimum spend of P300!,ads,2023-09-03 07:09:29,GCash,Verified_Brand,0
Sagot na ni GLoan ang 9.9 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.,ads,2023-09-07 14:43:44,GCash,Verified_Brand,0
"LAST CHANCE to GET P200 CASHBACK when you borrow with GCash using GCredit! Promo runs from Sept. 10-16, 2023. Per DTI Fair Trade Permit No. FTEB-174733 Series of 2023",ads,2023-09-14 18:42:08,GCash,Verified_Brand,0
"LAST CHANCE to GET UP TO P1000 CASHBACK when you borrow w/ GCash via GLoan! Promo runs from Sept. 10-16, 2023. Per DTI Fair Trade Permit # FTEB-174888 Series of 2023",ads,2023-09-16 10:06:39,GCash,Verified_Brand,0
"Enjoy shopping galore when you pay lighter with GGives! Enjoy zero down payment, no credit card needed, & pay in up to 24 gives over 12 months.",ads,2023-09-22 06:18:19,GCash,Verified_Brand,0
"Sagot muna ni GCredit ang kuryente, tubig, at iba pang bayarin! Pay later with GCredit.",ads,2023-09-23 09:11:35,GCash,Verified_Brand,0
Sagot muna namin ang pantawid gutom mo! Pwede na mag-GCredit sa mga 7/11 stores nationwide. Pay later for your convenience store essentials with GCredit!,ads,2023-09-27 09:15:21,GCash,Verified_Brand,0
Gutom ka na? Sagot muna namin ang paborito mong siopao! Use GCredit to pay later for your snacks and meals at 7-11 stores nationwide!,ads,2023-10-03 09:04:37,GCash,Verified_Brand,0
"Sagot namin ang TikTok budol mo this 10.10! Get P200 cashback when you pay with GGives in your TikTok Shop. Open to new users only from Oct. 9-11, 2023. DTI Fair Trade Permit No. FTEB-173513",ads,2023-10-09 08:35:12,GCash,Verified_Brand,0
Sagot na ni GLoan ang 10.10 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.,ads,2023-10-11 18:06:36,GCash,Verified_Brand,0
Stressed at antok? Sagot muna namin ang pangkape mo! Shop your favorite 7-11 items and pay later with GCredit!,ads,2023-10-12 08:10:11,GCash,Verified_Brand,0
"Mas mataas na ang iyong GLoan credit limit! Avail na ng easy pandagdag budget up to PHP 35,000! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Oct. 21, 2023.",ads,2023-10-12 19:39:54,GCash,Verified_Brand,0
Additional puhunan ba kamo? Sagot ka namin! May PHP 250 QR voucher ka pa when you apply for a GLoan.,ads,2023-10-13 06:06:45,GCash,Verified_Brand,0
"Sagot ka pa rin ni GLoan! Avail na ng easy cash up to PHP 35,000 para hindi na kulangin ang budget! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Oct. 21, 2023.",ads,2023-10-18 13:15:29,GCash,Verified_Brand,0
Road trip? Sagot na ng GCredit 'yan! Pay later for both AutoSweep & EasyTrip to enjoy a hassle-free trip. Mag-GCredit na!,ads,2023-10-19 08:12:45,GCash,Verified_Brand,0
Abot-kaya na ang shopping this weekend dahil sagot ka ni GGives! Pay in easy installments up to 24 mos. Tap Borrow > GGives on your GCash app to learn more.,ads,2023-10-20 12:52:38,GCash,Verified_Brand,0
"Get extra budget and vouchers! Enjoy up to P500 vouchers for Puregold, Shell, or 7-Eleven when you use GGives! Mag-GGives na! Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",ads,2023-10-25 12:59:26,GCash,Verified_Brand,0
"Pwede pang humabol sa promo! Get up to P1K voucher you can use in Puregold, Shell, or 7-Eleven when you use GLoan! Mag-GLoan na! per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",ads,2023-10-31 14:28:59,GCash,Verified_Brand,0
Stressed at antok? Sagot muna namin ang pangkape mo! Shop your favorite 7-11 items and pay later with GCredit!,ads,2023-11-01 07:32:05,GCash,Verified_Brand,0
Saving up has never been this easy! Invest your way & be insured with Singlife Cash for Goals! Tap GInsure > Singlife to find out how.,ads,2023-11-03 06:51:31,GCash,Verified_Brand,0
Mag-checkout with GGives sa TikTok Shop from Nov. 7 to 11 and get a P200 cashback! Open to new GGives users only with min. spend P3000. DTI-173513,ads,2023-11-07 13:22:49,GCash,Verified_Brand,0
Go full tank even on a budget! Pay later at the nearest gas station with GCredit. Go to your GCash dashboard and tap GCredit to start using it.,ads,2023-11-08 06:58:20,GCash,Verified_Brand,0
Sagot na ni GLoan ang 11.11 budols mo! Huwag papahuli sa best deals when you get affordable installments via GLoan! Tap Borrow > GLoan in the GCash app to avail.,ads,2023-11-10 12:34:10,GCash,Verified_Brand,0
"Mapapasa'yo na ang mga nasa FYP this 11.11! Treat yourself with GCredit, powered by CIMB Bank & get your budols at TikTok Shop. Get up to P50K credit line & pay later!",ads,2023-11-10 14:23:04,GCash,Verified_Brand,0
"Mas mataas na ang iyong GLoan credit limit! May pandagdag budget up to PHP 25,000 na para sa Christmas shopping! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Nov. 17, 2023.",ads,2023-11-11 04:32:12,GCash,Verified_Brand,0
"Sagot ka ng GGives kahit saan man magshopping, kahit anong QR code ang iscan! GGives now available on non-GCash QR codes. Check our partner page for more info.",ads,2023-11-16 13:03:18,GCash,Verified_Brand,0
"Last chance to get your credit limit increase! Kunin na ang easy cash up to PHP 25,000 para hindi na kulangin ang budget sa papalapit na Pasko! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Nov. 17, 2023.",ads,2023-11-16 16:54:47,GCash,Verified_Brand,0
"Shop now, pay later sa Puregold with GGives para may chance kang manalo ng motor o ng bagong TV! Promo runs until Dec. 3, 2023, with min. spend of P1,500. DTI-179071",ads,2023-11-17 11:47:35,GCash,Verified_Brand,0
"Merrygalo ka when you pay later with GCredit! Get P150 voucher for every P1000 min. spend using GCredit. Mag-GCredit na, powered by CIMB! Promo runs from Nov. 23-30, and Dec. 15-22 Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",ads,2023-11-24 14:49:48,GCash,Verified_Brand,0
"May budget pangregalo ka na, may voucher ka pa when you pay with GGives! Get a P500 Voucher with a min. spend of P6,500 using GGives. I-GGives mo na 'yan! Promo runs from Nov. 23-30, and Dec. 15-22 Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",ads,2023-11-25 15:50:11,GCash,Verified_Brand,0
"Pwede ka pang humabol for a chance to win a Yamaha Aerox, Samsung Washing Machine, or prizes worth up to P3M! Spend a min. of P1000 using GCredit to earn 1 raffle entry. Join now and use GCredit! Promo runs from Nov. 1 to Dec. 31, 2023! Per DTI Fair Trade Permit No. FTEB-179227 Series of 2023",ads,2023-11-26 12:34:47,GCash,Verified_Brand,0
"Toyota Vios pwedeng mapasaiyo! Spend at least ₱1,000 using GCredit for a chance to win up to ₱3Million worth of prizes. Sali na sa GCredit Raffle Promo! Promo runs from Nov. 1 - Dec. 31, 2023. Per DTI Fair Trade Permit No. FTEB-179227 Series of 2023",ads,2023-12-06 09:36:41,GCash,Verified_Brand,0
Sagot namin ang beauty goals mo!  Get your favorite skincare products without a credit card. Shop with GGives now!,ads,2023-12-09 06:37:28,GCash,Verified_Brand,0
Beat the Christmas rush and shop for gifts online! Checkout with GGives from TikTok Shop or Zalora para pwedeng magbayad in affordable installments.,ads,2023-12-11 08:35:05,GCash,Verified_Brand,0
No worries kahit napadami ang laman ng cart mo! Choose GCredit as a payment method & pay later to enjoy shopping online using your instant credit line.,ads,2023-12-14 07:36:43,GCash,Verified_Brand,0
"Sagot ka namin ngayong Pasko! Enjoy your increased credit limit of PHP 25,000 sa GLoan! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Dec. 27, 2023.",ads,2023-12-14 17:25:11,GCash,Verified_Brand,0
"May budget pangregalo ka na, may voucher ka pa when you pay with GGives! Get a P500 Voucher with a min. spend of P6,500 using GGives. I-GGives mo na 'yan! Promo runs from Nov. 23-30 and Dec. 15-22. Per DTI Fair Trade Permit No. FTEB-178657 Series of 2023",ads,2023-12-19 16:24:43,GCash,Verified_Brand,0
Make Christmas shopping more affordable with GGives! Shop at your fave stores & pay in installments. View your available credit limit on your GGives dashboard.,ads,2023-12-20 17:14:29,GCash,Verified_Brand,0
Go full tank even on a budget! Pay later at the nearest gas station with GCredit. Go to your GCash dashboard and tap GCredit to start using it.,ads,2023-12-21 07:33:09,GCash,Verified_Brand,0
"Mas merry ang Christmas shopping with GLoan! Avail na ng easy cash up to PHP 25,000 para hindi na kulangin ang budget! Tap Borrow > GLoan in the GCash app to avail.  Promo runs until Dec. 27, 2023.",ads,2023-12-21 16:29:19,GCash,Verified_Brand,0
"Last chance to get your credit limit increase! Kunin na ang easy cash up to PHP 25,000 para hindi na kulangin ang budget this holiday season! Tap Borrow > GLoan in the GCash app to avail.  Promo runs until Dec. 27, 2023.",ads,2023-12-27 20:15:04,GCash,Verified_Brand,0
Madali ang biyahe ‘pag loaded ang RFID! Top up na para sa smooth travel & pay later with GCredit. Go to your GCash dashboard and tap GCredit to start using it.,ads,2023-12-28 07:29:21,GCash,Verified_Brand,0
"Sagot muna ni GCredit ang kuryente, tubig, at iba pang bayarin! Pay later with GCredit.",ads,2023-12-29 12:49:15,GCash,Verified_Brand,0
"Pwede ka na mag-crypto sa GCash! Madali, mabilis, at siguradong secure. Start your crypto journey with GCrypto today!",ads,2023-12-30 11:39:18,GCash,Verified_Brand,0
"Panatag ka sa loan na may mababang interes, sigurado, at affordable! Kaya mag-GLoan na. Go to your GCash dashboard and tap GLoan to learn more.",ads,2024-01-08 08:03:25,GCash,Verified_Brand,0
"Mas mataas na ang iyong GLoan credit limit! Avail na ng easy pandagdag budget up to PHP 25,000! Tap Borrow > GLoan in the GCash app to avail. Promo runs until Jan. 20, 2024.",ads,2024-01-13 21:49:58,GCash,Verified_Brand,0
